Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Menu/Settings/MaxVesselSplashedAutoSaveCount,Text,,"Max amount of ""Vessel Splashed"" Auto Save files",Nombre maximum de fichiers de sauvegarde automatique « Vaisseau amerri »,"Numero massimo di file di salvataggio automatico per ""Veicolo ammarato""","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Максимальное количество автосохранений ""Аппарат приводнился""",航天器溅落的自动存档最大数量,"Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files","Max amount of ""Vessel Splashed"" Auto Save files",,Localized
Menu/Settings/Show CommNet Lines,Text,,Show CommNet Lines,Afficher les lignes CommNet,Mostra linee CommNet,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,Показать линии Телекома,显示通信网络,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,Show CommNet Lines,,Localized
Menu/Settings/Descriptions/Show CommNet Lines,Text,,Draw CommNet connection lines in the map view,Tracer les lignes de connexion CommNet sur la carte,Mostra le linee di connessione CommNet sulla mappa,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Отображать линии Телекома в режиме карты.,在地图视图中绘制通信网络连接线,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,Draw CommNet connection lines in the map view,,Localized
Menu/Settings/Structural Effects,Text,,Structural Effects,Effets Structurels,Effetti strutturali,Structural Effects,Structural Effects,Structural Effects,Structural Effects,Structural Effects,Структурные эффекты,结构影响,Structural Effects,Structural Effects,Structural Effects,Structural Effects,Structural Effects,Structural Effects,,Localized
Menu/Settings/Stress VFX Source Limit,Text,,Stress VFX Source Limit,Limite de source des effets visuel de contrainte,Limite stress sorgenti VFX,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,Лимит источников напряжения VFX,应力视觉特效来源上限,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,Stress VFX Source Limit,,Localized
Menu/Settings/Descriptions/Stress VFX Source Limit,Text,,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Le nombre maximal d'effets visuel des joints en contrainte qui peuvent être actif à la foix. Sélectionnez aucune limite pour enlever la limite globale.,"Numero massimo di sorgenti VFX per le sollecitazioni dei giunti attive contemporaneamente. Seleziona ""Nessun limite"" per rimuovere il limite globale",Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,"Максимальное количество источников VFX-эффектов напряжения в соединениях, которые могут быть активны одновременно. Выберите «Без ограничений», чтобы снять глобальное ограничение.",可同时激活的连接点应力特效来源的最大数量。选择“无限制”可移除全局上限。,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,Maximum number of joint stress VFX sources that may be active at once. Select No Limit to remove the global cap.,,Localized
Menu/Settings/No Limit,Text,,No Limit,Pas de limite,Nessun limite,No Limit,No Limit,No Limit,No Limit,No Limit,Без ограничения,无限制,No Limit,No Limit,No Limit,No Limit,No Limit,No Limit,,Localized
Menu/Settings/Camera,Text,,Camera,Caméra,Telecamera,Camera,Camera,Camera,Camera,Camera,Камера,相机,Camera,Camera,Camera,Camera,Camera,Camera,,Localized
Menu/Settings/Smooth Camera Transitions,Text,,Smooth Camera Transitions,Transitions de caméra douces,Transizioni fluide della telecamera,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,Плавные переходы камеры,相机平滑过渡,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,Smooth Camera Transitions,,Localized
Menu/Settings/Descriptions/Smooth Camera Transitions,Text,,"Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Glisse la caméra au lieu de la téléporter pendant le découplage, l'amarrage, le désamarrage ou le changement vers un autre vaisseau","Trasla la telecamera anziché spostarla istantaneamente durante le fasi di accoppiamento, disaccoppiamento e cambio di veicolo","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","При отсоединении, стыковке, отстыковке или переключении на другой аппарат перемещает камеру, а не телепортируйте её.",在分离、对接、解除对接或切换到另一艘航天器时，滑动相机视角而非瞬移。,"Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel","Slide the camera instead of teleporting it when decoupling, docking, undocking or switching to another vessel",,Localized
Menu/Settings/Smooth Camera Transition Max Distance,Text,,Maximum Transition Distance,Distance de Transition Maximum,Distanza massima per le transizioni,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,Максимальное расстояние перехода камеры,最大过渡距离,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,Maximum Transition Distance,,Localized
Menu/Settings/Descriptions/Smooth Camera Transition Max Distance,Text,,Beyond this distance the camera jumps straight to its new target instead of sliding,Au dessus de cette distance la caméra saute directement à sa nouvelle cible au lieu de glisser,"Oltre questa distanza, la telecamera si sposta istantaneamente sul nuovo bersaglio anziché traslare",Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,"За пределами этого расстояния камера сразу же перескакивает на новую цель, вместо того чтобы перемещаться.",超过此距离，相机将直接跳转到新目标，而非滑动。,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,Beyond this distance the camera jumps straight to its new target instead of sliding,,Localized
